outcome,metal,n,beta,ci_low,ci_high,p_value
annualized_egfr_loss,As,4550,-0.018991009282730065,-0.11364336945881505,0.07566135089335492,0.6941506994098425
annualized_egfr_loss,Cd,4550,0.24156428258878798,0.1489425293323201,0.33418603584525586,3.3219819318404727e-07
annualized_egfr_loss,Co,4550,-0.17201367929405492,-0.2574438359199791,-0.08658352266813073,8.05152533923046e-05
annualized_egfr_loss,Cr,4550,0.07259400971302085,-0.016091892691133897,0.1612799121171756,0.1087040112430732
annualized_egfr_loss,Cu,4550,0.053661838341971246,-0.042829849531205375,0.15015352621514788,0.27576530334871324
annualized_egfr_loss,Ni,4550,0.0919829202320879,-0.00010924545440905986,0.18407508591858485,0.05032942283330302
annualized_egfr_loss,Pb,4550,0.12768909109948678,0.0283774143036596,0.22700076789531398,0.011767808477738418
